Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
3346-BRMIS,Female,70,Yes,0,Bonsall,92003,33.290907,-117.202895,1,18,None,No,,,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0,0,0,810.7,0,Dissatisfaction,Service dissatisfaction
3348-CFRNX,Female,47,Yes,0,Healdsburg,95448,38.618347,-122.908422,1,28,None,Yes,37.66,No,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,92.35,2602.9,0,0,1054.48,3657.38,0,Price,Lack of affordable download/upload speed
3351-NQLDI,Female,41,Yes,0,Travis Afb,94535,38.265899,-121.939461,1,67,Offer A,Yes,30.94,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,6341.45,0,0,2072.98,8414.43,0,Price,Long distance charges
3372-KWFBM,Male,76,No,0,Bayside,95524,40.825486,-124.049485,0,16,None,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281,0,0,306.88,1587.88,0,Dissatisfaction,Network reliability
3374-LXDEV,Female,42,No,0,Pearblossom,93553,34.445239,-117.894868,0,13,Offer D,Yes,8.59,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.4,1132.35,0,0,111.67,1244.02,0,Competitor,Competitor had better devices
3376-BMGFE,Female,42,No,1,Monrovia,91016,34.1528,-118.000482,0,4,Offer E,Yes,33.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.9,273,8.74,0,134,398.26,0,Dissatisfaction,Product dissatisfaction
3387-VATUS,Male,44,No,0,Aromas,95004,36.878364,-121.629781,0,5,Offer E,Yes,40.15,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,462.8,0,0,200.75,663.55,0,Attitude,Attitude of service provider
3389-YGYAI,Female,79,No,0,Princeton,95970,39.424957,-122.039307,0,8,None,Yes,45.16,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,829.55,0,0,361.28,1190.83,0,Price,Price too high
3393-FMZPV,Female,59,No,0,Elverta,95626,38.734997,-121.463719,0,25,None,Yes,36.24,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,2387.75,0,0,906,3293.75,0,Price,Extra data charges
3398-FSHON,Female,79,No,0,San Diego,92121,32.898613,-117.202937,0,12,None,Yes,34.01,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,1094.5,0,0,408.12,1502.62,0,Competitor,Competitor made better offer
3398-ZOUAA,Male,76,Yes,0,Redwood City,94063,37.499411,-122.196318,1,21,Offer D,Yes,19.74,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1474.75,0,0,414.54,1889.29,0,Attitude,Attitude of support person
3400-ESFUW,Male,28,Yes,0,Cupertino,95014,37.306612,-122.080621,1,55,Offer B,Yes,8.8,No,Yes,DSL,48,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,57.55,3046.4,0,60,484,3590.4,0,Competitor,Competitor offered more data
3415-TAILE,Female,21,Yes,2,Johannesburg,93528,35.363339,-117.637641,1,2,None,Yes,27.27,No,Yes,DSL,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.7,134.35,0,0,54.54,188.89,0,Competitor,Competitor had better devices
3419-SNJJD,Female,78,Yes,0,Yorba Linda,92887,33.884073,-117.732197,3,65,Offer B,Yes,18.39,Yes,Yes,Fiber Optic,28,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,105.25,6786.4,0,0,1195.35,7981.75,0,Attitude,Attitude of support person
3422-LYEPQ,Male,57,Yes,0,Carmel By The Sea,93921,36.554618,-121.922239,1,1,Offer E,Yes,18.84,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71,71,0,0,18.84,89.84,0,Attitude,Attitude of support person
3424-NMNBO,Male,78,Yes,0,San Diego,92117,32.825086,-117.199424,1,58,None,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0,0,2864.04,9151.29,0,Competitor,Competitor made better offer
3426-NIYYL,Male,47,No,0,Sausalito,94965,37.848641,-122.515692,0,15,Offer D,Yes,3.15,Yes,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.55,765.5,0,20,47.25,832.75,0,Attitude,Attitude of support person
3428-XZMAZ,Male,64,No,0,Turlock,95382,37.529656,-120.854357,0,1,None,Yes,45.86,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0,0,45.86,115.21,0,Price,Long distance charges
3440-JPSCL,Female,26,No,0,Sonoma,95476,38.25485,-122.461799,0,6,None,Yes,5.16,No,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.95,547.65,0,0,30.96,578.61,0,Competitor,Competitor offered higher download speeds
3445-HXXGF,Male,66,Yes,0,Sierra Madre,91024,34.168686,-118.057505,6,58,Offer B,No,,,Yes,DSL,24,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,2651.2,40.95,0,0,2610.25,0,Dissatisfaction,Service dissatisfaction
3473-XIIIT,Female,61,Yes,0,Sacramento,95824,38.517295,-121.439819,1,16,None,Yes,37.83,Yes,Yes,Cable,26,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,1534.75,0,0,605.28,2140.03,0,Competitor,Competitor had better devices
3488-PGMQJ,Male,66,No,0,Alpine,91901,32.827184,-116.703729,0,8,None,Yes,1.78,No,Yes,Fiber Optic,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,606.55,0,0,14.24,620.79,0,Dissatisfaction,Poor expertise of online support
3494-JCHRQ,Male,38,No,0,Van Nuys,91411,34.17847,-118.459472,0,1,None,Yes,27.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,0,0,27.89,97.94,0,Attitude,Attitude of support person
3500-RMZLT,Female,76,No,0,Fresno,93702,36.739385,-119.753649,0,15,None,Yes,19.11,No,Yes,Fiber Optic,8,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,0,150,286.65,1863.4,0,Attitude,Attitude of support person
3506-LCJDC,Male,52,Yes,3,Modesto,95358,37.612612,-121.108568,1,1,None,Yes,8.03,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0,0,8.03,27.98,0,Price,Long distance charges
3512-IZIKN,Female,57,Yes,0,San Bernardino,92404,34.183286,-117.221722,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,0,0,2986.9,7746.65,0,Dissatisfaction,Product dissatisfaction
3519-ZKXGG,Female,61,Yes,0,San Francisco,94123,37.800254,-122.436975,1,3,Offer E,Yes,44.34,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,256.6,0,0,133.02,389.62,0,Competitor,Competitor offered more data
3521-SYVOR,Female,26,No,0,San Diego,92126,32.886925,-117.152162,0,37,Offer C,Yes,3.27,No,Yes,Cable,71,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.75,2345.2,0,0,120.99,2466.19,0,Attitude,Attitude of support person
3523-QRQLL,Female,22,Yes,0,Bieber,96009,41.083464,-121.107929,1,22,None,Yes,35.04,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,0,Competitor,Competitor offered more data
3536-IQCTX,Male,76,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,32,None,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0,0,1587.2,4248.3,0,Competitor,Competitor had better devices
3538-WZPHD,Male,46,No,0,San Francisco,94127,37.736535,-122.45732,0,3,Offer E,No,,,Yes,Cable,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,0,0,0,79.45,0,Competitor,Competitor had better devices
3540-RZJYU,Female,21,No,0,Zenia,95595,40.170357,-123.417298,0,15,None,Yes,20.03,No,Yes,Fiber Optic,59,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,1270.2,0,100,300.45,1670.65,0,Dissatisfaction,Lack of self-service on Website
3550-SAHFP,Female,51,No,0,Saint Helena,94574,38.581354,-122.296283,0,33,None,Yes,20.29,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,2757.85,0,40,669.57,3467.42,0,Price,Price too high
3551-HUAZH,Male,68,No,0,Brownsville,95919,39.440687,-121.263583,0,1,Offer E,Yes,11.08,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0,0,11.08,85.48,0,Price,Price too high
3565-UNOCC,Female,65,Yes,0,Stockton,95209,38.044523,-121.348048,1,29,None,Yes,22.33,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,2952.85,0,0,647.57,3600.42,0,Competitor,Competitor offered higher download speeds
3571-RFHAR,Male,60,No,0,Santa Paula,93060,34.402343,-119.094824,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,0,140,608.4,7689.6,0,Attitude,Attitude of support person
3580-REOAC,Male,34,No,0,San Diego,92122,32.85723,-117.209774,0,10,None,Yes,49.58,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.85,435.4,0,0,495.8,931.2,0,Competitor,Competitor made better offer
3583-EKAPL,Male,25,No,0,Redlands,92373,34.003243,-117.138286,0,1,None,Yes,47.22,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,55,0,0,47.22,102.22,0,Competitor,Competitor had better devices
3585-ISXZP,Female,53,No,0,Indio,92201,33.713891,-116.237257,0,8,None,Yes,29.66,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,0,0,237.28,1015.38,0,Attitude,Attitude of support person
3594-UVONA,Female,27,No,0,Costa Mesa,92626,33.678591,-117.905471,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0,0,308,3418.1,0,Price,Extra data charges
3606-TWKGI,Male,68,No,0,Rowland Heights,91748,33.976753,-117.897367,0,13,Offer D,Yes,32.68,Yes,Yes,Cable,11,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.9,1364.3,0,10,424.84,1799.14,0,Competitor,Competitor had better devices
3621-CEOVK,Female,71,Yes,0,Trinity Center,96091,41.081847,-122.700545,1,14,None,Yes,47.01,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,1369.8,0,0,658.14,2027.94,0,Dissatisfaction,Service dissatisfaction
3627-FCRDW,Female,49,No,0,Hughson,95326,37.5923,-120.853288,0,9,None,Yes,24.52,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,71,672.55,8.35,0,220.68,884.88,0,Competitor,Competitor offered more data
3627-FHKBK,Female,28,No,0,Anaheim,92806,33.83796,-117.870494,0,1,None,Yes,4.13,No,Yes,Fiber Optic,51,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75.3,75.3,0,0,4.13,79.43,0,Competitor,Competitor had better devices
3640-PHQXK,Female,54,No,0,Union City,94587,37.59485,-122.051521,0,31,None,Yes,6.33,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,2806.9,41.18,0,196.23,2961.95,0,Dissatisfaction,Service dissatisfaction
3643-AHCFP,Male,74,Yes,0,Selma,93662,36.545322,-119.642281,1,7,None,Yes,21.91,Yes,Yes,Cable,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,0,0,153.37,797.72,0,Competitor,Competitor made better offer
3647-GMGDH,Male,52,Yes,0,Jackson,95642,38.336216,-120.76901,7,22,None,Yes,37.8,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.7,1914.9,0,0,831.6,2746.5,0,Attitude,Attitude of support person
3656-TKRVZ,Female,19,No,0,Chula Vista,91910,32.636792,-117.054989,0,3,None,Yes,1.24,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.35,165.2,0,0,3.72,168.92,0,Competitor,Competitor offered more data
3658-KIBGF,Female,19,No,0,Los Angeles,90068,34.137411,-118.328915,0,1,None,Yes,44.36,No,Yes,DSL,58,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.9,54.9,0,0,44.36,99.26,0,Dissatisfaction,Network reliability
3663-MITLP,Female,43,No,0,Marina,93933,36.689582,-121.758398,0,15,None,Yes,16.82,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,1457.25,0,0,252.3,1709.55,0,Dissatisfaction,Lack of self-service on Website
3668-QPYBK,Male,37,No,0,Los Angeles,90003,33.964131,-118.272783,0,2,None,Yes,10.47,No,Yes,DSL,21,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.85,108.15,0,0,20.94,129.09,0,Competitor,Competitor made better offer
3669-LVWZB,Male,20,No,0,Tahoma,96142,39.061227,-120.179546,0,5,None,No,,,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,51,305.95,0,0,0,305.95,0,Price,Long distance charges
3669-OYSJI,Male,47,No,0,Porter Ranch,91326,34.281911,-118.556218,0,1,Offer E,Yes,48.58,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,0,0,48.58,94.78,0,Attitude,Attitude of support person
3671-SHRSP,Male,46,Yes,0,Marina,93933,36.689582,-121.758398,1,4,Offer E,Yes,14.3,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,0,0,57.2,376.35,0,Competitor,Competitor offered more data
3672-YITQD,Male,71,Yes,0,Castaic,91384,34.506627,-118.699048,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0,0,1139.4,4161,0,Competitor,Competitor made better offer
3677-IYRBF,Female,73,No,0,Newcastle,95658,38.883224,-121.15918,0,2,None,No,,,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0,0,0,78.65,0,Attitude,Attitude of support person
3677-TNKIO,Female,27,No,0,Templeton,93465,35.536115,-120.739231,0,14,None,Yes,36.25,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71,914,0,0,507.5,1421.5,0,Other,Don't know
3683-QKIUE,Female,51,No,0,San Francisco,94107,37.768881,-122.395521,0,6,Offer E,Yes,21.91,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0,0,131.46,419.51,0,Competitor,Competitor offered higher download speeds
3685-YLCMQ,Male,34,No,0,Dobbins,95935,39.381174,-121.21191,0,58,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0,40,2386.12,8645.72,0,Dissatisfaction,Service dissatisfaction
3703-VAVCL,Male,51,Yes,0,Strawberry Valley,95981,39.58458,-121.093256,1,2,None,Yes,46.92,No,Yes,Fiber Optic,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90,190.05,0,0,93.84,283.89,0,Competitor,Competitor made better offer
3705-PSNGL,Male,49,No,0,Cerritos,90703,33.8681,-118.067402,0,45,Offer B,Yes,25.4,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,930.45,0,0,1143,2073.45,0,Price,Long distance charges
3707-GNWHM,Male,28,No,0,Carmel Valley,93924,36.414611,-121.6386,0,1,None,Yes,21.8,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.25,74.25,0,0,21.8,96.05,0,Other,Don't know
3707-LRWZD,Female,44,No,0,Oakland,94611,37.828416,-122.216005,0,32,None,Yes,40.26,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,0,0,1288.32,4070.17,0,Other,Moved
3714-JTVOV,Female,76,Yes,0,Crows Landing,95313,37.435664,-121.049056,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0,0,121.8,3351.2,0,Attitude,Attitude of support person
3716-BDVDB,Male,62,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,38.66,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0,0,38.66,107.76,0,Competitor,Competitor made better offer
3721-CNEYS,Female,45,No,0,Douglas City,96024,40.586588,-122.903677,0,2,None,Yes,15.33,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.95,137.95,0,0,30.66,168.61,0,Dissatisfaction,Poor expertise of phone support
3722-WPXTK,Male,23,No,0,Benton,93512,37.653947,-118.231443,0,1,None,Yes,14.26,No,Yes,Fiber Optic,46,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,88.35,0,0,14.26,102.61,0,Competitor,Competitor offered higher download speeds
3727-RJMEO,Male,34,Yes,0,Rohnert Park,94928,38.34719,-122.697822,3,6,None,Yes,8.59,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,48.95,0,51.54,462.84,0,Competitor,Competitor had better devices
3737-GCSPV,Female,60,Yes,0,Millbrae,94030,37.601248,-122.403099,5,11,None,Yes,26.88,Yes,Yes,Fiber Optic,19,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.2,1222.05,0,0,295.68,1517.73,0,Competitor,Competitor had better devices
3744-ZRRDZ,Male,25,No,0,Torrance,90501,33.833699,-118.314387,0,21,Offer D,Yes,12.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0,0,267.96,2120.81,0,Dissatisfaction,Network reliability
3746-EUBYR,Male,63,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,0,0,44.73,119.33,0,Competitor,Competitor made better offer
3750-CKVKH,Male,58,No,0,Clearlake Oaks,95423,39.07116,-122.598542,0,2,None,Yes,11.75,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,0,0,23.5,140.15,0,Other,Don't know
3751-KTZEL,Female,62,No,0,Yorkville,95494,38.888351,-123.239647,0,1,Offer E,No,,,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35.05,35.05,0,0,0,35.05,0,Competitor,Competitor offered higher download speeds
3753-TSEMP,Female,21,Yes,0,San Diego,92139,32.677716,-117.047666,1,15,None,Yes,12.27,No,Yes,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,0,0,184.05,1574.65,0,Dissatisfaction,Product dissatisfaction
3754-DXMRT,Male,78,No,0,San Pablo,94806,37.980269,-122.342635,0,2,None,Yes,43.66,No,Yes,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,0,0,87.32,179.97,0,Attitude,Attitude of support person
3755-JBMNH,Male,78,Yes,0,Huntington Beach,92648,33.679659,-118.016195,1,16,None,Yes,45.9,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,0,0,734.4,1902.2,0,Competitor,Competitor offered more data
3757-NJYBX,Male,77,Yes,0,Nipomo,93444,35.050345,-120.489599,3,32,None,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0,0,253.44,3774.19,0,Other,Moved
3763-GCZHZ,Male,23,Yes,0,Hathaway Pines,95233,38.184914,-120.364085,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890,0,0,1324.62,8214.62,0,Competitor,Competitor offered more data
3765-JXVKY,Female,23,No,0,Paynes Creek,96075,40.343213,-121.815412,0,1,Offer E,Yes,44.11,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,44.11,118.81,0,Competitor,Competitor offered more data
3768-NLUBH,Male,73,Yes,0,Torrance,90503,33.840399,-118.353714,1,57,Offer B,Yes,42.1,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6,5746.15,0,0,2399.7,8145.85,0,Dissatisfaction,Network reliability
3776-EKTKM,Female,79,No,0,Burbank,91501,34.188339,-118.300942,0,1,None,No,,,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.45,36.45,0,0,0,36.45,0,Dissatisfaction,Service dissatisfaction
3791-LGQCY,Female,68,Yes,0,Loomis,95650,38.809175,-121.171375,1,56,None,Yes,33.81,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,0,130,1893.36,7711.41,0,Attitude,Attitude of support person
3793-MMFUH,Female,73,No,0,Davis,95618,38.544002,-121.685559,0,13,None,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290,0,0,247.39,1537.39,0,Competitor,Competitor made better offer
3797-VTIDR,Male,55,Yes,0,San Jose,95121,37.304681,-121.809955,3,1,Offer E,No,,,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.45,23.45,0,0,0,23.45,0,Price,Price too high
3799-ISUZQ,Male,49,Yes,0,California Hot Springs,93207,35.865795,-118.69759,9,7,None,Yes,35.42,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.95,529.5,0,0,247.94,777.44,0,Dissatisfaction,Poor expertise of online support
3801-HMYNL,Male,44,Yes,0,Brooks,95606,38.809804,-122.241383,1,1,None,Yes,32.35,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89.15,89.15,0,0,32.35,121.5,0,Competitor,Competitor had better devices
3803-KMQFW,Female,25,Yes,2,Brea,92821,33.930199,-117.862898,1,1,None,Yes,37.92,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.55,20.55,0,0,37.92,58.47,0,Attitude,Attitude of support person
3804-RVTGV,Male,55,Yes,0,Mountain View,94043,37.419725,-122.062947,6,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0,0,2110.5,7128.4,0,Price,Price too high
3806-DXQOM,Female,47,No,0,Baker,92309,35.28952,-116.092214,0,4,Offer E,No,,,Yes,DSL,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0,0,0,137.85,0,Attitude,Attitude of service provider
3811-VBYBZ,Male,61,No,0,Lytle Creek,92358,34.238162,-117.534306,0,7,None,Yes,47.03,Yes,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,673.25,0,10,329.21,1012.46,0,Competitor,Competitor had better devices
3814-MLAXC,Female,58,No,0,Hayward,94545,37.62984,-122.120843,0,31,None,Yes,16.63,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,2404.15,0,0,515.53,2919.68,0,Dissatisfaction,Lack of self-service on Website
3815-SLMEF,Female,26,No,0,Avenal,93204,35.916943,-120.129921,0,3,Offer E,No,,,Yes,Cable,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0,0,0,139.35,0,Competitor,Competitor offered higher download speeds
3834-XUIFC,Male,23,No,0,Long Beach,90814,33.771612,-118.143866,0,7,Offer E,Yes,18.83,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,602.55,0,0,131.81,734.36,0,Attitude,Attitude of support person
